num__Hours_Studied,num__Attendance,num__Sleep_Hours,num__Previous_Scores,num__Tutoring_Sessions,num__Physical_Activity,ord__Parental_Involvement,ord__Access_to_Resources,ord__Motivation_Level,ord__Family_Income,ord__Teacher_Quality,ord__Distance_from_Home,ord__Parental_Education_Level,nom__Extracurricular_Activities_Yes,nom__Internet_Access_Yes,nom__School_Type_Public,nom__Peer_Influence_Neutral,nom__Peer_Influence_Positive,nom__Learning_Disabilities_Yes,nom__Gender_Male,Exam_Score
0.5051333822819205,0.3486495982827043,-0.019900925350138893,-0.14361741865544755,-1.2141576896843413,0.0314137105287339,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,67
-0.1626495121255974,-1.3836502371921164,0.6612675350800045,-1.1159683225302914,0.41210461730161946,1.0011285318035736,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,61
0.6720791058837999,1.561259483115079,-0.019900925350138893,1.1065480291836374,0.41210461730161946,1.0011285318035736,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,74
1.5068077238931974,0.7817245571514095,0.6612675350800045,1.5927234811210593,-0.40102653619136097,1.0011285318035736,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,71
-0.1626495121255974,1.0415695324726326,-0.7010693857802823,-0.6992465065839297,1.2252357707945998,1.0011285318035736,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,70
-0.1626495121255974,0.6951095653776684,0.6612675350800045,0.9676407572015168,1.2252357707945998,0.0314137105287339,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,71
1.5068077238931974,0.3486495982827043,-0.019900925350138893,-0.49088559861074893,-0.40102653619136097,-0.9383011107461059,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,67
0.8390248294856795,-0.17104035235974194,-0.7010693857802823,-1.7410510464498339,-0.40102653619136097,-0.9383011107461059,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,66
-0.4965409593293564,1.2147995160201148,-0.7010693857802823,0.3425580332819744,-1.2141576896843413,-1.9080159320209455,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,69
0.5051333822819205,1.561259483115079,0.6612675350800045,-0.2825246906375681,-1.2141576896843413,1.9708433530784135,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,72
